날짜,종가,시가,고가,저가,거래량,변동 %
2022.4.25,"12,250","12,435","12,450","12,250",2.77M,-2.78%
2022.4.22,"12,600","12,600","12,650","12,490",2.20M,-1.25%
2022.4.21,"12,760","12,835","12,935","12,750",1.65M,-0.04%
2022.4.20,"12,765","12,860","12,870","12,765",1.18M,-0.89%
2022.4.19,"12,880","12,675","12,900","12,670",2.35M,2.34%
2022.4.18,"12,585","12,645","12,645","12,515",1.83M,-0.83%
2022.4.15,"12,690","12,670","12,710","12,540",2.71M,-0.67%
2022.4.14,"12,775","12,805","12,895","12,735",2.83M,-0.23%
2022.4.13,"12,805","12,620","12,825","12,535",3.31M,1.83%
2022.4.12,"12,575","12,540","12,605","12,430",2.50M,-0.59%
2022.4.11,"12,650","12,890","12,915","12,645",2.24M,-2.54%
2022.4.10,"12,980","12,980","12,980","12,980",,0.00%
2022.4.8,"12,980","12,930","13,000","12,840",2.13M,0.74%
2022.4.7,"12,885","12,845","12,900","12,790",1.69M,-0.58%
2022.4.6,"12,960","13,035","13,085","12,930",1.87M,-1.86%
2022.4.5,"13,205","13,170","13,280","13,160",1.98M,0.61%
2022.4.4,"13,125","13,000","13,130","12,955",2.15M,0.73%
2022.4.3,"13,030","13,030","13,030","13,030",,0.00%
2022.4.1,"13,030","13,050","13,080","12,970",1.67M,-0.76%
2022.3.31,"13,130","12,995","13,170","12,995",2.60M,0.65%
2022.3.30,"13,045","13,120","13,145","13,035",1.41M,0.04%
2022.3.29,"13,040","12,895","13,040","12,885",1.52M,1.91%
2022.3.28,"12,795","12,915","12,990","12,780",1.65M,-1.50%
2022.3.27,"12,990","12,990","12,990","12,990",,0.00%
2022.3.25,"12,990","13,070","13,095","12,975",2.14M,-0.04%
2022.3.24,"12,995","12,930","13,060","12,830",1.93M,-0.46%
2022.3.23,"13,055","13,045","13,140","12,985",1.65M,0.97%
2022.3.22,"12,930","12,850","12,965","12,800",1.87M,0.27%
2022.3.21,"12,895","13,165","13,165","12,895",1.87M,-1.56%
2022.3.20,"13,100","13,100","13,100","13,100",,0.00%
2022.3.18,"13,100","12,975","13,100","12,880",2.31M,0.92%
2022.3.17,"12,980","12,860","13,070","12,845",2.61M,2.77%
2022.3.16,"12,630","12,475","12,640","12,430",4.69M,2.85%
2022.3.15,"12,280","12,255","12,360","12,160",3.53M,-0.24%
2022.3.14,"12,310","12,615","12,645","12,260",3.31M,-2.30%
2022.3.13,"12,600","12,600","12,600","12,600",,0.00%
2022.3.11,"12,600","12,670","12,780","12,560",3.28M,-0.24%
2022.3.10,"12,630","12,545","12,690","12,520",1.96M,3.44%
2022.3.8,"12,210","12,130","12,405","12,100",2.72M,-1.09%
2022.3.7,"12,345","12,385","12,515","12,255",2.11M,-2.02%
2022.3.6,"12,600","12,600","12,600","12,600",,0.00%
2022.3.4,"12,600","12,810","12,810","11,900",3.40M,-2.36%
2022.3.3,"12,905","12,700","12,930","12,670",2.77M,2.30%
2022.3.2,"12,615","12,375","12,685","12,365",2.62M,1.57%
2022.3.1,"12,420","12,420","12,420","12,420",,0.00%
2022.2.28,"12,420","12,235","12,425","12,230",2.08M,0.49%
2022.2.27,"12,360","12,360","12,360","12,360",,0.00%
2022.2.25,"12,360","12,145","12,365","12,145",3.40M,3.82%
2022.2.24,"11,905","12,150","12,150","11,890",4.16M,-3.09%
2022.2.23,"12,285","12,245","12,325","12,150",2.78M,1.40%
2022.2.22,"12,115","12,085","12,215","12,040",3.21M,-1.62%
2022.2.21,"12,315","12,070","12,330","11,990",3.31M,0.20%
2022.2.18,"12,290","12,060","12,335","12,010",3.19M,0.49%
2022.2.17,"12,230","12,350","12,520","12,065",4.15M,-1.17%
2022.2.16,"12,375","12,000","12,375","11,990",2.82M,5.18%
2022.2.15,"11,765","11,950","12,080","11,755",3.62M,-1.47%
2022.2.14,"11,940","11,990","12,060","11,855",3.23M,-1.36%
2022.2.11,"12,105","12,210","12,345","12,100",2.51M,-2.69%
2022.2.10,"12,440","12,785","12,805","12,395",2.84M,-2.43%
2022.2.9,"12,750","12,585","12,750","12,550",1.50M,2.20%
2022.2.8,"12,475","12,580","12,705","12,355",2.82M,-0.60%
2022.2.7,"12,550","12,715","12,730","12,460",1.75M,-1.53%
2022.2.6,"12,745","12,745","12,745","12,745",,0.00%
2022.2.4,"12,745","12,580","12,745","12,535",2.59M,1.23%
2022.2.3,"12,590","12,560","12,725","12,540",5.24M,2.07%
2022.1.28,"12,335","12,095","12,415","11,860",12.02M,2.62%
2022.1.27,"12,020","12,645","12,645","12,000",9.60M,-4.30%
2022.1.26,"12,560","12,855","12,960","12,545",9.63M,-1.80%
2022.1.25,"12,790","13,185","13,210","12,755",6.61M,-2.33%
2022.1.24,"13,095","13,355","13,355","13,050",4.89M,-2.35%
2022.1.23,"13,410","13,410","13,410","13,410",,0.00%
2022.1.21,"13,410","13,485","13,575","13,295",2.33M,-1.72%
2022.1.20,"13,645","13,265","13,645","13,250",4.57M,2.83%
2022.1.19,"13,270","13,265","13,425","13,185",4.14M,-1.34%
2022.1.18,"13,450","13,645","13,830","13,385",4.17M,-1.32%
2022.1.17,"13,630","13,750","13,755","13,565",1.55M,-0.69%
2022.1.14,"13,725","13,750","13,800","13,675",1.29M,-1.68%
2022.1.13,"13,960","14,145","14,190","13,930",1.36M,-1.52%
2022.1.12,"14,175","13,945","14,220","13,930",3.04M,2.75%
2022.1.11,"13,795","13,950","14,020","13,730",2.76M,-0.79%
2022.1.10,"13,905","14,030","14,085","13,855",3.18M,-1.73%
2022.1.9,"14,150","14,150","14,150","14,150",,0.00%
2022.1.7,"14,150","14,150","14,265","14,090",7.31M,1.00%
2022.1.6,"14,010","14,305","14,390","13,975",7.10M,-3.11%
2022.1.5,"14,460","14,700","14,765","14,450",1.87M,-2.23%
2022.1.4,"14,790","15,035","15,050","14,730",2.35M,-1.63%
2022.1.3,"15,035","15,070","15,160","14,900",2.54M,-0.23%
2021.12.30,"15,070","15,120","15,165","14,910",5.01M,-0.17%
2021.12.29,"15,095","15,405","15,430","15,025",7.27M,-2.08%
2021.12.28,"15,415","15,195","15,415","15,020",6.28M,3.28%
2021.12.27,"14,925","14,760","14,950","14,720",2.10M,1.12%
2021.12.26,"14,760","14,760","14,760","14,760",,0.00%
2021.12.24,"14,760","14,765","14,860","14,725",1.31M,0.20%
2021.12.23,"14,730","14,730","14,820","14,685",1.90M,0.41%
2021.12.22,"14,670","14,795","14,795","14,640",1.20M,0.03%
2021.12.21,"14,665","14,650","14,715","14,480",1.39M,0.79%
2021.12.20,"14,550","14,570","14,745","14,550",1.98M,-0.38%
2021.12.19,"14,605","14,605","14,605","14,605",,0.00%
2021.12.17,"14,605","14,695","14,750","14,535",2.45M,-1.48%
2021.12.16,"14,825","14,950","15,015","14,790",1.98M,0.30%
2021.12.15,"14,780","14,635","14,795","14,610",1.06M,0.65%
2021.12.14,"14,685","14,655","14,770","14,625",1.14M,-0.31%
2021.12.13,"14,730","14,875","14,925","14,705",1.07M,-0.67%
2021.12.10,"14,830","15,090","15,090","14,810",1.09M,-1.98%
2021.12.9,"15,130","14,840","15,200","14,820",2.55M,1.68%
2021.12.8,"14,880","14,820","14,995","14,820",1.41M,1.22%
2021.12.7,"14,700","14,645","14,735","14,585",1.56M,0.79%
2021.12.6,"14,585","14,655","14,680","14,470",2.60M,-1.19%
2021.12.3,"14,760","14,430","14,805","14,405",2.42M,2.29%
2021.12.2,"14,430","14,400","14,460","14,215",5.01M,-0.62%
2021.12.1,"14,520","14,540","14,610","14,200",4.98M,0.55%
2021.11.30,"14,440","14,755","14,925","14,340",4.08M,-1.74%
2021.11.29,"14,695","14,580","14,835","14,580",2.60M,-0.17%
2021.11.28,"14,720","14,720","14,720","14,720",,0.00%
2021.11.26,"14,720","14,825","14,950","14,640",5.96M,-0.74%
2021.11.25,"14,830","14,960","15,030","14,800",2.26M,-1.10%
2021.11.24,"14,995","14,845","14,995","14,735",3.06M,1.01%
2021.11.23,"14,845","15,145","15,145","14,830",4.28M,-2.69%
2021.11.22,"15,255","15,325","15,435","15,120",2.22M,-0.55%
2021.11.21,"15,340","15,340","15,340","15,340",,0.00%
2021.11.19,"15,340","15,175","15,340","15,080",2.27M,1.05%
2021.11.18,"15,180","15,160","15,225","14,995",1.46M,0.26%
2021.11.17,"15,140","15,365","15,385","15,130",1.55M,-1.27%
2021.11.16,"15,335","15,170","15,335","15,140",2.27M,0.66%
2021.11.15,"15,235","14,930","15,240","14,905",2.05M,2.45%
2021.11.12,"14,870","14,655","14,880","14,610",1.37M,1.78%
2021.11.11,"14,610","14,390","14,615","14,340",2.81M,1.14%
2021.11.10,"14,445","14,755","14,785","14,435",4.76M,-2.76%
2021.11.9,"14,855","14,680","14,900","14,665",1.47M,0.88%
2021.11.8,"14,725","14,745","14,840","14,495",2.69M,-0.51%
2021.11.5,"14,800","14,755","14,810","14,630",1.19M,1.09%
2021.11.4,"14,640","14,800","14,895","14,565",2.61M,0.07%
2021.11.3,"14,630","14,685","14,810","14,580",1.39M,-0.27%
2021.11.2,"14,670","14,520","14,750","14,510",1.80M,1.03%
2021.11.1,"14,520","14,440","14,615","14,410",2.23M,1.22%
2021.10.29,"14,345","14,560","14,565","14,325",1.66M,-0.90%
2021.10.28,"14,475","14,640","14,695","14,475",1.13M,-1.36%
2021.10.27,"14,675","14,700","14,725","14,605",619.58K,-0.17%
2021.10.26,"14,700","14,515","14,740","14,490",1.47M,1.91%
2021.10.25,"14,425","14,360","14,430","14,290",906.17K,0.31%
2021.10.22,"14,380","14,320","14,555","14,295",1.38M,0.42%
2021.10.21,"14,320","14,530","14,570","14,310",1.66M,-1.41%
2021.10.20,"14,525","14,665","14,710","14,500",1.06M,-0.65%
2021.10.19,"14,620","14,480","14,650","14,445",2.82M,1.46%
2021.10.18,"14,410","14,385","14,505","14,275",1.35M,0.21%
2021.10.15,"14,380","14,475","14,500","14,250",1.42M,0.03%
2021.10.14,"14,375","14,025","14,390","13,965",3.28M,3.64%
2021.10.13,"13,870","13,695","13,975","13,695",1.46M,1.20%
2021.10.12,"13,705","13,835","13,875","13,635",3.42M,-1.54%
2021.10.11,"13,920","13,920","13,920","13,920",,0.00%
2021.10.8,"13,920","14,070","14,095","13,865",2.36M,-0.57%
2021.10.7,"14,000","13,825","14,035","13,820",3.61M,2.64%
2021.10.6,"13,640","14,090","14,180","13,100",7.34M,-2.71%
2021.10.5,"14,020","14,185","14,295","14,005",4.26M,-2.16%
2021.10.1,"14,330","14,525","14,570","14,275",5.23M,-2.28%
2021.9.30,"14,665","14,540","15,255","14,460",1.85M,0.72%
2021.9.29,"14,560","14,485","14,605","14,395",2.60M,-0.85%
2021.9.28,"14,685","15,050","15,060","14,685",2.12M,-2.72%
2021.9.27,"15,095","15,165","15,205","15,035",901.17K,-0.66%
2021.9.26,"15,195","15,195","15,195","15,195",,0.00%
2021.9.24,"15,195","15,285","15,290","15,105",748.10K,-0.20%
2021.9.23,"15,225","15,190","15,315","15,070",872.91K,0.03%
2021.9.22,"15,220","15,220","15,220","15,220",,0.00%
2021.9.17,"15,220","15,160","15,250","15,060",1.04M,0.50%
2021.9.16,"15,145","15,235","15,240","15,055",686.08K,-0.30%
2021.9.15,"15,190","15,010","15,200","15,000",749.20K,1.10%
2021.9.14,"15,025","14,840","15,080","14,830",869.73K,1.38%
2021.9.13,"14,820","14,905","14,930","14,790",1.20M,-1.04%
2021.9.10,"14,975","14,815","15,000","14,815",859.00K,0.91%
2021.9.9,"14,840","14,850","14,995","14,810",706.60K,-0.57%
2021.9.8,"14,925","15,170","15,180","14,900",1.46M,-2.03%
2021.9.7,"15,235","15,165","15,235","15,120",600.96K,0.33%
2021.9.6,"15,185","15,170","15,270","15,110",1.16M,0.07%
2021.9.3,"15,175","15,115","15,215","15,085",1.06M,0.46%
2021.9.2,"15,105","15,095","15,160","15,045",675.45K,-0.26%
2021.9.1,"15,145","14,960","15,150","14,960",4.10M,0.70%
2021.8.31,"15,040","14,895","15,040","14,755",3.54M,0.91%
2021.8.30,"14,905","14,900","15,040","14,855",1.53M,0.74%
2021.8.27,"14,795","14,745","14,890","14,700",1.87M,-0.13%
2021.8.26,"14,815","14,785","14,855","14,675",5.09M,0.34%
2021.8.25,"14,765","14,735","14,765","14,565",2.69M,0.44%
2021.8.24,"14,700","14,535","14,700","14,485",1.88M,1.98%
2021.8.23,"14,415","14,135","14,440","14,110",2.51M,2.85%
2021.8.20,"14,015","14,345","14,455","13,940",8.28M,-1.65%
2021.8.19,"14,250","14,485","14,625","14,250",4.14M,-2.36%
2021.8.18,"14,595","14,350","14,665","14,285",3.25M,1.32%
2021.8.17,"14,405","14,695","14,725","14,385",2.76M,-1.97%
2021.8.13,"14,695","14,805","14,840","14,520",3.13M,-0.91%
2021.8.12,"14,830","14,880","14,940","14,825",1.22M,-0.37%
2021.8.11,"14,885","14,790","14,960","14,735",1.43M,0.34%
2021.8.10,"14,835","14,955","15,010","14,810",1.12M,-1.10%
2021.8.9,"15,000","14,850","15,000","14,800",748.78K,0.30%
2021.8.8,"14,955","14,955","14,955","14,955",,0.00%
2021.8.6,"14,955","14,905","15,000","14,855",947.93K,0.50%
2021.8.5,"14,880","14,820","14,970","14,820",2.08M,0.40%
2021.8.4,"14,820","14,645","14,820","14,590",1.83M,1.40%
2021.8.3,"14,615","14,610","14,740","14,510",1.85M,-0.10%
2021.8.2,"14,630","14,525","14,680","14,495",1.51M,1.25%
2021.7.30,"14,450","14,660","14,670","14,430",1.67M,-1.70%
2021.7.29,"14,700","14,650","14,725","14,620",1.61M,0.79%
2021.7.28,"14,585","14,725","14,815","14,515",3.61M,-1.32%
2021.7.27,"14,780","14,880","14,950","14,775",919.09K,-0.47%
2021.7.26,"14,850","15,040","15,050","14,795",1.28M,-0.83%
2021.7.23,"14,975","14,950","15,115","14,940",1.26M,0.17%
2021.7.22,"14,950","14,850","14,960","14,820",2.47M,1.18%
2021.7.21,"14,775","14,850","14,870","14,725",2.70M,0.03%
2021.7.20,"14,770","14,730","14,875","14,670",1.68M,-0.54%
2021.7.19,"14,850","14,730","14,890","14,730",1.77M,0.17%
2021.7.16,"14,825","14,800","14,915","14,735",1.48M,-0.40%
2021.7.15,"14,885","14,720","14,970","14,710",1.53M,1.19%
2021.7.14,"14,710","14,640","14,725","14,570",2.54M,0.07%
2021.7.13,"14,700","14,605","14,790","14,585",1.47M,0.82%
2021.7.12,"14,580","14,635","14,680","14,525",1.64M,0.07%
2021.7.9,"14,570","14,545","14,610","14,360",2.97M,-0.31%
2021.7.8,"14,615","14,835","14,885","14,565",1.87M,-1.52%
2021.7.7,"14,840","14,800","14,920","14,760",1.01M,0.27%
2021.7.6,"14,800","14,900","14,950","14,765",1.10M,-0.97%
2021.7.5,"14,945","14,755","14,995","14,755",2.93M,1.56%
2021.7.2,"14,715","14,685","14,745","14,615",1.95M,0.24%
2021.7.1,"14,680","14,545","14,700","14,535",1.62M,0.72%
2021.6.30,"14,575","14,455","14,640","14,445",1.06M,0.76%
2021.6.29,"14,465","14,400","14,540","14,385",1.57M,0.70%
2021.6.28,"14,365","14,375","14,420","14,320",616.50K,0.45%
2021.6.25,"14,300","14,485","14,505","14,300",1.10M,-0.76%
2021.6.24,"14,410","14,515","14,535","14,395",1.36M,-0.59%
2021.6.23,"14,495","14,405","14,595","14,405",2.75M,0.90%
2021.6.22,"14,365","14,445","14,480","14,325",1.75M,-0.21%
2021.6.21,"14,395","14,315","14,450","14,300",1.04M,-0.48%
2021.6.20,"14,465","14,465","14,465","14,465",,0.00%
2021.6.18,"14,465","14,125","14,480","14,125",1.30M,2.33%
2021.6.17,"14,135","13,970","14,160","13,950",1.27M,0.53%
2021.6.16,"14,060","14,055","14,110","14,005",1.65M,-0.21%
2021.6.15,"14,090","14,150","14,190","14,035",749.20K,-0.53%
2021.6.14,"14,165","14,045","14,200","14,030",1.20M,1.11%
2021.6.11,"14,010","14,040","14,120","13,950",958.29K,0.11%
2021.6.10,"13,995","13,720","14,105","13,705",3.67M,2.04%
2021.6.9,"13,715","13,905","13,925","13,715",1.47M,-1.40%
2021.6.8,"13,910","13,885","13,970","13,850",1.19M,0.51%
2021.6.7,"13,840","13,965","13,995","13,775",1.77M,-0.36%
2021.6.4,"13,890","13,940","13,945","13,820",899.12K,-0.82%
2021.6.3,"14,005","13,880","14,065","13,830",1.38M,1.27%
2021.6.2,"13,830","13,995","14,025","13,820",1.53M,-1.25%
2021.6.1,"14,005","14,000","14,040","13,940",1.60M,0.04%
2021.5.31,"14,000","13,990","14,060","13,955",1.13M,0.36%
2021.5.28,"13,950","13,985","14,045","13,925",1.99M,-0.14%
2021.5.27,"13,970","13,865","13,970","13,700",1.52M,0.94%
2021.5.26,"13,840","13,875","13,915","13,815",2.46M,-0.11%
2021.5.25,"13,855","13,665","13,900","13,665",6.90M,1.95%
2021.5.24,"13,590","13,805","13,830","13,590",5.42M,-1.88%
2021.5.23,"13,850","13,850","13,850","13,850",,0.00%
2021.5.21,"13,850","14,030","14,115","13,840",2.77M,-0.61%
2021.5.20,"13,935","13,875","13,975","13,795",1.75M,-0.07%
2021.5.18,"13,945","13,755","13,965","13,735",4.32M,1.42%
2021.5.17,"13,750","13,870","13,900","13,660",1.65M,-0.11%
2021.5.14,"13,765","13,550","13,770","13,500",1.48M,2.46%
2021.5.13,"13,435","13,435","13,670","13,415",2.16M,-1.58%
2021.5.12,"13,650","13,850","13,890","13,540",2.31M,-1.30%
2021.5.11,"13,830","14,035","14,085","13,775",3.79M,-2.50%
2021.5.10,"14,185","13,960","14,200","13,890",3.70M,2.31%
2021.5.9,"13,865","13,865","13,865","13,865",,0.00%
2021.5.7,"13,865","13,735","13,940","13,705",1.99M,1.28%
2021.5.6,"13,690","13,675","13,720","13,530",2.98M,-0.22%
2021.5.5,"13,720","13,720","13,720","13,720",,0.00%
2021.5.4,"13,720","13,530","13,760","13,335",5.39M,0.81%
2021.5.3,"13,610","14,020","14,090","13,565",5.74M,-2.86%
2021.4.30,"14,010","14,105","14,165","13,840",3.18M,-0.43%
2021.4.29,"14,070","14,315","14,470","14,050",4.66M,-2.29%
2021.4.28,"14,400","14,795","14,840","14,375",4.96M,-3.00%
2021.4.27,"14,845","15,045","15,055","14,835",1.03M,-1.39%
2021.4.26,"15,055","15,045","15,070","14,970",1.31M,0.20%
2021.4.23,"15,025","14,930","15,120","14,895",1.10M,0.03%
2021.4.22,"15,020","15,035","15,105","14,985",2.88M,0.20%
2021.4.21,"14,990","15,105","15,150","14,920",5.25M,-1.32%
2021.4.20,"15,190","15,230","15,275","15,135",2.04M,-0.39%
2021.4.19,"15,250","15,015","15,335","15,015",1.93M,1.06%
2021.4.18,"15,090","15,090","15,090","15,090",,0.00%
2021.4.16,"15,090","14,990","15,135","14,930",3.76M,0.84%
2021.4.15,"14,965","14,970","14,990","14,865",1.50M,-0.13%
2021.4.14,"14,985","14,990","15,060","14,925",1.63M,0.13%
2021.4.13,"14,965","14,665","14,990","14,665",4.19M,1.84%
2021.4.12,"14,695","14,600","14,700","14,535",2.80M,0.86%
2021.4.9,"14,570","14,515","14,650","14,500",971.06K,0.52%
2021.4.8,"14,495","14,315","14,515","14,275",676.63K,1.36%
2021.4.7,"14,300","14,300","14,365","14,230",658.27K,0.18%
2021.4.6,"14,275","14,395","14,420","14,215",1.42M,-0.52%
2021.4.5,"14,350","14,450","14,475","14,315",1.15M,-0.66%
2021.4.4,"14,445","14,445","14,445","14,445",,0.00%
2021.4.2,"14,445","14,520","14,535","14,385",1.24M,0.03%
2021.4.1,"14,440","14,340","14,465","14,250",971.21K,0.98%
2021.3.31,"14,300","14,405","14,480","14,295",810.35K,-0.73%
2021.3.30,"14,405","14,390","14,495","14,385",875.80K,0.10%
2021.3.29,"14,390","14,530","14,530","14,340",1.45M,-0.42%
2021.3.26,"14,450","14,515","14,520","14,345",1.45M,-0.21%
2021.3.25,"14,480","14,400","14,510","14,320",1.31M,0.10%
2021.3.24,"14,465","14,275","14,525","14,240",851.74K,0.73%
2021.3.23,"14,360","14,475","14,600","14,330",1.70M,-0.59%
2021.3.22,"14,445","14,290","14,470","14,235",1.46M,0.63%
2021.3.19,"14,355","14,165","14,435","14,160",689.13K,-0.10%
2021.3.18,"14,370","14,420","14,525","14,335",1.11M,0.21%
2021.3.17,"14,340","14,315","14,365","14,150",1.40M,0.03%
2021.3.16,"14,335","14,060","14,370","14,050",3.09M,2.54%
2021.3.15,"13,980","14,025","14,090","13,960",787.84K,-0.46%
2021.3.14,"14,045","14,045","14,045","14,045",,0.00%
2021.3.12,"14,045","13,920","14,130","13,905",4.06M,1.44%
2021.3.11,"13,845","13,600","13,885","13,500",2.48M,2.52%
2021.3.10,"13,505","13,800","13,850","13,480",2.16M,-0.48%
2021.3.9,"13,570","13,625","13,700","13,265",4.83M,-0.66%
2021.3.8,"13,660","14,150","14,160","13,610",4.08M,-2.60%
2021.3.5,"14,025","13,835","14,060","13,690",1.57M,0.11%
2021.3.4,"14,010","13,910","14,050","13,790",1.70M,-0.64%
2021.3.3,"14,100","13,910","14,155","13,905",2.77M,0.61%
2021.3.2,"14,015","14,005","14,215","13,740",3.41M,2.56%
2021.2.26,"13,665","13,750","13,850","13,540",3.06M,-3.12%
2021.2.25,"14,105","13,680","14,140","13,660",4.30M,4.75%
2021.2.24,"13,465","13,905","14,140","13,405",4.20M,-2.99%
2021.2.23,"13,880","14,115","14,170","13,860",4.09M,-2.36%
2021.2.22,"14,215","14,565","14,595","14,145",5.04M,-2.13%
2021.2.19,"14,525","14,445","14,535","14,145",2.15M,0.35%
2021.2.18,"14,475","14,640","14,710","14,475",1.97M,-1.36%
2021.2.17,"14,675","14,700","14,715","14,560",2.05M,-0.51%
2021.2.16,"14,750","15,015","15,100","14,680",4.46M,-1.63%
2021.2.15,"14,995","14,840","15,075","14,785",2.42M,1.52%
2021.2.10,"14,770","14,685","14,820","14,545",2.35M,0.48%
2021.2.9,"14,700","14,855","14,885","14,700",1.58M,-0.81%
2021.2.8,"14,820","14,920","14,975","14,760",1.54M,-0.84%
2021.2.7,"14,945","14,945","14,945","14,945",,0.00%
2021.2.5,"14,945","14,950","15,030","14,810",2.26M,0.20%
2021.2.4,"14,915","15,030","15,035","14,750",3.15M,-1.16%
2021.2.3,"15,090","15,095","15,095","14,800",2.84M,0.50%
2021.2.2,"15,015","15,070","15,215","14,850",2.87M,0.00%
2021.2.1,"15,015","14,415","15,040","14,410",6.71M,4.16%
2021.1.31,"14,415","14,415","14,415","14,415",,0.00%
2021.1.29,"14,415","14,925","14,985","14,280",9.84M,-3.29%
2021.1.28,"14,905","14,935","15,120","14,790",9.85M,-1.81%
2021.1.27,"15,180","15,435","15,455","15,135",6.92M,-1.17%
2021.1.26,"15,360","15,515","15,720","15,275",5.27M,-1.09%
2021.1.25,"15,530","15,090","15,565","15,070",5.95M,3.19%
2021.1.22,"15,050","15,095","15,155","14,935",3.32M,-0.30%
2021.1.21,"15,095","15,235","15,245","14,975",3.30M,0.00%
2021.1.20,"15,095","14,840","15,215","14,825",4.81M,2.27%
2021.1.19,"14,760","14,565","14,915","14,410",4.51M,1.65%
2021.1.18,"14,520","14,795","15,030","14,470",4.37M,-2.78%
2021.1.17,"14,935","14,935","14,935","14,935",,0.00%
2021.1.15,"14,935","15,240","15,315","14,840",6.82M,-2.00%
2021.1.14,"15,240","15,355","15,400","15,210",4.07M,-1.17%
2021.1.13,"15,420","15,430","15,545","15,315",4.43M,0.00%
2021.1.12,"15,420","15,405","15,575","15,115",6.97M,-0.29%
2021.1.11,"15,465","15,545","15,845","15,060",8.76M,-0.03%
2021.1.8,"15,470","15,455","15,480","15,270",4.45M,0.72%
2021.1.7,"15,360","15,370","15,505","15,230",4.50M,0.52%
2021.1.6,"15,280","15,410","15,505","15,250",9.43M,-0.84%
2021.1.5,"15,410","15,285","15,485","15,065",9.49M,0.06%
2021.1.4,"15,400","15,445","15,445","15,155",5.52M,-0.39%
2020.12.30,"15,460","15,475","15,575","15,350",6.73M,-0.19%
2020.12.29,"15,490","15,195","15,515","15,005",10.90M,2.48%
2020.12.28,"15,115","14,955","15,115","14,860",10.88M,1.92%
2020.12.24,"14,830","14,720","14,955","14,590",7.27M,0.99%
2020.12.23,"14,685","14,860","14,970","14,585",14.73M,-0.51%
2020.12.22,"14,760","15,205","15,290","14,760",8.14M,-3.18%
2020.12.21,"15,245","15,015","15,285","14,905",8.60M,1.87%
2020.12.20,"14,965","14,965","14,965","14,965",,0.00%
2020.12.18,"14,965","14,980","15,025","14,905",4.59M,0.17%
2020.12.17,"14,940","14,830","15,100","14,830",5.39M,0.44%
2020.12.16,"14,875","14,835","14,945","14,690",6.80M,0.81%
2020.12.15,"14,755","14,795","14,830","14,510",11.91M,0.07%
2020.12.14,"14,745","14,770","14,975","14,630",7.68M,0.44%
2020.12.13,"14,680","14,680","14,680","14,680",,0.00%
2020.12.11,"14,680","14,685","14,770","14,620",8.61M,0.41%
2020.12.10,"14,620","14,170","14,670","14,170",9.26M,1.67%
2020.12.9,"14,380","14,325","14,495","14,150",9.67M,0.98%
2020.12.8,"14,240","14,815","15,000","14,185",13.39M,-4.08%
2020.12.7,"14,845","14,450","14,880","14,375",10.38M,3.52%
2020.12.4,"14,340","14,105","14,390","14,090",7.06M,1.88%
2020.12.3,"14,075","13,860","14,095","13,840",8.23M,1.55%
2020.12.2,"13,860","13,730","13,895","13,615",10.05M,1.17%
2020.12.1,"13,700","13,640","13,735","13,505",4.48M,1.00%
2020.11.30,"13,565","13,685","13,765","13,565",4.99M,-0.40%
2020.11.27,"13,620","13,350","13,655","13,350",8.98M,1.72%
2020.11.26,"13,390","13,185","13,425","13,050",7.70M,1.75%
2020.11.25,"13,160","13,285","13,470","13,035",10.59M,-0.38%
2020.11.24,"13,210","13,340","13,395","13,140",4.45M,-0.90%
2020.11.23,"13,330","13,275","13,435","13,230",4.18M,0.34%
2020.11.22,"13,285","13,285","13,285","13,285",,0.00%
2020.11.20,"13,285","13,125","13,340","13,100",9.92M,1.18%
2020.11.19,"13,130","12,895","13,130","12,805",4.81M,1.51%
2020.11.18,"12,935","12,745","12,975","12,675",7.74M,1.49%
2020.11.17,"12,745","12,880","12,895","12,665",6.88M,-1.05%
2020.11.16,"12,880","12,845","12,975","12,780",8.23M,0.82%
2020.11.15,"12,775","12,775","12,775","12,775",,0.00%
2020.11.13,"12,775","12,665","12,775","12,465",7.85M,0.27%
2020.11.12,"12,740","12,830","12,935","12,630",7.33M,-0.27%
2020.11.11,"12,775","12,675","12,850","12,520",5.59M,0.63%
2020.11.10,"12,695","12,855","12,875","12,610",6.58M,-2.08%
2020.11.9,"12,965","12,905","13,040","12,880",7.54M,1.49%
2020.11.6,"12,775","13,075","13,095","12,715",9.59M,-2.03%
2020.11.5,"13,040","12,915","13,080","12,880",10.52M,1.95%
2020.11.4,"12,790","12,635","12,890","12,455",11.72M,1.99%
2020.11.3,"12,540","12,330","12,635","12,330",13.79M,2.20%
2020.11.2,"12,270","12,100","12,385","12,040",9.73M,1.45%
2020.11.1,"12,095","12,095","12,095","12,095",,0.00%
2020.10.30,"12,095","12,540","12,570","12,055",13.51M,-4.01%
2020.10.29,"12,600","12,145","12,600","12,110",11.92M,2.15%
2020.10.28,"12,335","11,945","12,345","11,945",6.96M,3.01%
2020.10.27,"11,975","11,760","12,175","11,665",15.42M,1.18%
2020.10.26,"11,835","12,220","12,295","11,760",13.92M,-3.51%
2020.10.25,"12,265","12,265","12,265","12,265",,0.00%
2020.10.23,"12,265","12,385","12,435","12,155",8.94M,-0.73%
2020.10.22,"12,355","12,620","12,635","12,330",9.74M,-2.98%
2020.10.21,"12,735","12,635","12,765","12,455",9.18M,0.71%
