날짜,종가,시가,고가,저가,거래량,변동 %
2022.11.2,"15,815","15,890","15,980","15,735",6.35K,-1.09%
2022.11.1,"15,990","15,810","15,990","15,710",13.54K,1.14%
2022.10.31,"15,810","15,765","15,850","15,690",9.45K,1.64%
2022.10.28,"15,555","15,810","15,810","15,530",3.98K,-2.84%
2022.10.27,"16,010","15,880","16,075","15,815",8.66K,1.30%
2022.10.26,"15,805","15,715","15,865","15,615",12.20K,1.28%
2022.10.25,"15,605","15,585","15,725","15,580",10.23K,0.84%
2022.10.24,"15,475","15,345","15,510","15,345",1.06K,2.28%
2022.10.21,"15,130","14,935","15,210","14,880",0.71K,1.48%
2022.10.20,"14,910","15,030","15,030","14,750",4.17K,-1.75%
2022.10.19,"15,175","15,320","15,325","15,140",3.61K,-1.01%
2022.10.18,"15,330","15,460","15,465","15,165",0.79K,0.26%
2022.10.17,"15,290","15,075","15,290","15,065",0.68K,0.92%
2022.10.14,"15,150","15,225","15,225","15,145",0.48K,1.61%
2022.10.13,"14,910","15,050","15,050","14,905",1.15K,-1.09%
2022.10.12,"15,075","14,925","15,105","14,875",0.82K,1.34%
2022.10.11,"14,875","14,670","14,875","14,595",2.12K,-1.26%
2022.10.7,"15,065","14,905","15,150","14,890",2.34K,0.17%
2022.10.6,"15,040","14,900","15,165","14,820",7.38K,2.04%
2022.10.5,"14,740","14,990","14,990","14,665",2.90K,1.41%
2022.10.4,"14,535","14,300","14,545","14,300",2.55K,3.27%
2022.9.30,"14,075","13,970","14,180","13,805",2.15K,0.04%
2022.9.29,"14,070","14,375","14,415","14,070",5.36K,-0.67%
2022.9.28,"14,165","14,555","14,595","14,085",1.84K,-2.81%
2022.9.27,"14,575","14,680","14,690","14,390",2.30K,-0.41%
2022.9.26,"14,635","14,790","14,885","14,635",22.46K,-2.95%
2022.9.25,"15,080","15,080","15,080","15,080",,0.00%
2022.9.23,"15,080","15,435","15,435","15,020",14.68K,-2.24%
2022.9.22,"15,425","15,345","15,470","15,295",18.68K,-0.93%
2022.9.21,"15,570","15,625","15,625","15,455",2.77K,-1.11%
2022.9.20,"15,745","15,765","15,865","15,650",0.34K,0.57%
2022.9.19,"15,655","15,810","15,860","15,645",7.58K,-0.63%
2022.9.16,"15,755","15,830","15,840","15,680",2.66K,-1.04%
2022.9.15,"15,920","16,165","16,165","15,920",1.63K,-0.72%
2022.9.14,"16,035","15,810","16,170","15,760",3.36K,-1.66%
2022.9.13,"16,305","15,950","16,360","15,950",10.09K,4.49%
2022.9.8,"15,605","15,565","15,695","15,565",3.33K,0.81%
2022.9.7,"15,480","15,625","15,625","15,415",3.71K,-1.43%
2022.9.6,"15,705","15,630","15,750","15,620",0.25K,0.42%
2022.9.5,"15,640","15,820","15,820","15,590",0.71K,-1.29%
2022.9.2,"15,845","16,020","16,035","15,805",4.84K,-0.44%
2022.9.1,"15,915","16,160","16,160","15,890",9.92K,-2.66%
2022.8.31,"16,350","15,915","16,350","15,915",2.77K,1.81%
2022.8.30,"16,060","15,890","16,065","15,790",1.40K,1.52%
2022.8.29,"15,820","15,775","15,845","15,750",2.30K,-2.89%
2022.8.26,"16,290","16,395","16,460","16,275",9.30K,0.09%
2022.8.25,"16,275","16,110","16,275","16,000",5.00K,1.31%
2022.8.24,"16,065","16,100","16,135","15,975",1.73K,0.28%
2022.8.23,"16,020","16,155","16,215","16,000",6.15K,-1.57%
2022.8.22,"16,275","16,495","16,495","16,275",6.14K,-2.37%
2022.8.19,"16,670","16,885","16,885","16,655",11.10K,-0.77%
2022.8.18,"16,800","16,745","16,810","16,605",5.04K,-0.06%
2022.8.17,"16,810","16,895","16,900","16,775",9.32K,-0.53%
2022.8.16,"16,900","16,810","16,950","16,715",3.04K,1.65%
2022.8.12,"16,625","16,485","16,655","16,485",15.29K,0.76%
2022.8.11,"16,500","16,505","16,540","16,395",2.30K,1.57%
2022.8.10,"16,245","16,415","16,415","16,220",7.58K,-2.02%
2022.8.9,"16,580","16,600","16,600","16,360",5.43K,0.30%
2022.8.8,"16,530","16,705","16,705","16,495",1.78K,-1.40%
2022.8.5,"16,765","16,775","16,780","16,680",5.74K,0.60%
2022.8.4,"16,665","16,660","16,715","16,600",11.67K,0.60%
2022.8.3,"16,565","16,370","16,565","16,350",14.14K,1.25%
2022.8.2,"16,360","16,580","16,580","16,345",1.02K,-0.97%
2022.8.1,"16,520","16,455","16,525","16,320",5.10K,0.55%
2022.7.29,"16,430","16,685","16,745","16,365",14.55K,-0.54%
2022.7.28,"16,520","16,580","16,650","16,480",5.86K,0.95%
2022.7.27,"16,365","16,390","16,455","16,270",12.92K,-0.55%
2022.7.26,"16,455","16,340","16,455","16,275",10.81K,0.61%
2022.7.25,"16,355","16,430","16,495","16,335",1.17K,-0.30%
2022.7.22,"16,405","16,625","16,700","16,405",4.20K,-1.20%
2022.7.21,"16,605","16,465","16,605","16,455",6.41K,1.37%
2022.7.20,"16,380","16,515","16,550","16,320",12.04K,1.49%
2022.7.19,"16,140","16,115","16,240","16,040",1.18K,-0.89%
2022.7.18,"16,285","16,235","16,290","16,150",9.15K,1.65%
2022.7.15,"16,020","15,845","16,020","15,680",9.00K,2.23%
2022.7.14,"15,670","15,640","15,755","15,610",3.00K,0.42%
2022.7.13,"15,605","15,515","15,650","15,510",5.63K,1.10%
2022.7.12,"15,435","15,520","15,520","15,345",0.67K,-1.78%
2022.7.11,"15,715","15,825","15,905","15,710",1.11K,-0.63%
2022.7.8,"15,815","15,995","16,055","15,790",24.41K,0.38%
2022.7.7,"15,755","15,650","15,845","15,650",4.01K,2.14%
2022.7.6,"15,425","15,610","15,650","15,370",4.14K,-1.28%
2022.7.5,"15,625","15,305","15,625","15,305",1.37K,3.61%
2022.7.4,"15,080","15,080","15,185","14,915",2.14K,0.00%
2022.7.1,"15,080","15,510","15,545","14,975",7.44K,-2.62%
2022.6.30,"15,485","15,875","15,875","15,475",3.51K,-3.55%
2022.6.29,"16,055","16,080","16,160","16,000",0.92K,-1.56%
2022.6.28,"16,310","16,310","16,330","16,150",0.36K,0.49%
2022.6.27,"16,230","16,080","16,390","16,045",6.75K,2.24%
2022.6.24,"15,875","15,545","15,935","15,515",6.30K,2.78%
2022.6.23,"15,445","15,680","15,880","15,400",2.98K,-1.87%
2022.6.22,"15,740","16,345","16,345","15,740",2.88K,-4.14%
2022.6.21,"16,420","16,380","16,485","16,265",0.96K,0.52%
2022.6.20,"16,335","16,735","16,735","16,170",23.62K,-1.77%
2022.6.17,"16,630","16,425","16,670","16,370",9.83K,-0.95%
2022.6.16,"16,790","16,885","17,160","16,730",7.58K,1.02%
2022.6.15,"16,620","16,800","16,870","16,500",2.69K,-1.71%
2022.6.14,"16,910","16,630","16,940","16,610",9.94K,-0.35%
2022.6.13,"16,970","17,070","17,170","16,945",21.31K,-3.25%
2022.6.10,"17,540","17,595","17,620","17,505",26.45K,-1.21%
2022.6.9,"17,755","17,725","17,760","17,620",5.80K,-0.20%
2022.6.8,"17,790","17,755","17,865","17,705",4.01K,0.20%
2022.6.7,"17,755","18,030","18,060","17,730",3.57K,-2.77%
2022.6.3,"18,260","18,500","18,500","18,250",2.33K,-0.11%
2022.6.2,"18,280","18,325","18,345","18,215",6.99K,-1.19%
2022.5.31,"18,500","18,445","18,500","18,280",0.67K,0.19%
2022.5.30,"18,465","18,440","18,470","18,295",10.52K,1.26%
2022.5.27,"18,235","18,400","18,400","18,195",44.57K,0.75%
2022.5.26,"18,100","18,420","18,495","18,000",4.96K,-1.50%
2022.5.25,"18,375","18,420","18,510","18,200",8.24K,0.03%
2022.5.24,"18,370","18,910","18,910","18,365",13.12K,-2.96%
2022.5.23,"18,930","18,945","19,035","18,800",10.51K,0.53%
2022.5.20,"18,830","18,695","18,845","18,695",12.43K,1.21%
2022.5.19,"18,605","18,205","18,665","18,205",10.42K,-0.93%
2022.5.18,"18,780","18,770","18,850","18,605",30.91K,1.19%
2022.5.17,"18,560","18,295","18,565","18,295",10.02K,1.45%
2022.5.16,"18,295","18,595","18,640","18,240",0.78K,-0.46%
2022.5.13,"18,380","17,930","18,380","17,930",2.37K,3.11%
2022.5.12,"17,825","18,040","18,185","17,790",1.05K,-2.68%
2022.5.11,"18,315","18,205","18,355","18,035",1.31K,0.36%
2022.5.10,"18,250","17,915","18,320","17,770",28.98K,0.77%
2022.5.9,"18,110","18,350","18,470","18,110",4.51K,-2.13%
2022.5.6,"18,505","18,550","18,640","18,440",28.36K,-1.52%
2022.5.4,"18,790","19,000","19,075","18,745",8.13K,-0.74%
2022.5.3,"18,930","18,815","19,005","18,800",1.18K,0.80%
2022.5.2,"18,780","18,595","18,800","18,590",1.69K,-0.63%
2022.4.29,"18,900","18,590","18,900","18,515",4.81K,2.47%
2022.4.28,"18,445","18,630","18,630","18,320",1.56K,-0.99%
2022.4.27,"18,630","18,345","18,630","18,345",9.70K,-1.06%
2022.4.26,"18,830","18,775","18,900","18,765",7.80K,0.70%
2022.4.25,"18,700","18,900","18,920","18,655",21.28K,-2.60%
2022.4.22,"19,200","19,250","19,265","19,080",4.20K,-1.03%
2022.4.21,"19,400","19,390","19,540","19,390",20.01K,0.60%
2022.4.20,"19,285","19,255","19,310","19,145",2.89K,-0.13%
2022.4.19,"19,310","19,030","19,310","19,030",3.92K,1.90%
2022.4.18,"18,950","18,945","19,020","18,895",12.34K,-0.60%
2022.4.15,"19,065","19,055","19,080","18,950",2.09K,-1.14%
2022.4.14,"19,285","19,300","19,325","19,120",13.34K,0.36%
2022.4.13,"19,215","18,840","19,240","18,840",3.04K,2.21%
2022.4.12,"18,800","18,650","18,875","18,650",2.75K,-0.66%
2022.4.11,"18,925","19,120","19,150","18,845",9.95K,-1.38%
2022.4.8,"19,190","19,160","19,245","19,005",17.93K,0.52%
2022.4.7,"19,090","19,090","19,125","18,970",2.98K,-0.62%
2022.4.6,"19,210","19,340","19,375","19,210",29.64K,-1.89%
2022.4.5,"19,580","19,550","19,660","19,510",4.36K,0.36%
2022.4.4,"19,510","19,335","19,510","19,200",1.97K,0.36%
2022.4.1,"19,440","19,495","19,540","19,385",8.06K,-1.07%
2022.3.31,"19,650","19,465","19,695","19,450",4.96K,0.54%
2022.3.30,"19,545","19,515","19,635","19,460",10.46K,1.32%
2022.3.29,"19,290","19,200","19,290","19,170",3.07K,1.45%
2022.3.28,"19,015","19,130","19,205","19,010",12.94K,-0.96%
2022.3.25,"19,200","19,410","19,410","19,145",5.69K,0.18%
2022.3.24,"19,165","19,090","19,190","18,950",5.06K,-0.47%
2022.3.23,"19,255","19,255","19,300","19,120",27.22K,0.73%
2022.3.22,"19,115","18,885","19,115","18,885",10.86K,0.90%
2022.3.21,"18,945","19,130","19,130","18,880",26.97K,-0.53%
2022.3.18,"19,045","18,950","19,065","18,815",1.52K,0.50%
2022.3.17,"18,950","18,860","19,000","18,850",48.55K,3.19%
2022.3.16,"18,365","18,230","18,365","18,115",7.67K,2.20%
2022.3.15,"17,970","17,880","18,080","17,875",11.47K,-0.96%
2022.3.14,"18,145","18,180","18,185","17,900",4.95K,-0.90%
2022.3.11,"18,310","18,565","18,575","18,160",19.17K,-1.95%
2022.3.10,"18,675","18,725","18,730","18,450",9.48K,2.22%
2022.3.8,"18,270","18,140","18,480","18,140",6.09K,-1.51%
2022.3.7,"18,550","18,650","18,670","18,425",12.27K,-2.98%
2022.3.4,"19,120","19,410","19,410","19,065",16.39K,-2.57%
2022.3.3,"19,625","19,505","19,625","19,445",4.99K,2.19%
2022.3.2,"19,205","19,165","19,305","19,065",2.57K,0.39%
2022.2.28,"19,130","18,915","19,130","18,885",4.52K,0.47%
2022.2.25,"19,040","18,925","19,125","18,925",3.48K,2.04%
2022.2.24,"18,660","19,000","19,010","18,640",4.51K,-3.59%
2022.2.23,"19,355","19,285","19,355","19,100",0.39K,0.78%
2022.2.22,"19,205","19,080","19,295","19,050",0.57K,-1.34%
2022.2.21,"19,465","19,235","19,470","19,035",6.86K,-0.49%
2022.2.18,"19,560","19,300","19,560","19,275",4.61K,-0.10%
2022.2.17,"19,580","19,400","19,750","19,290",41.05K,0.93%
2022.2.16,"19,400","19,315","19,400","19,250",2.88K,2.56%
2022.2.15,"18,915","19,100","19,140","18,805",2.38K,-0.97%
2022.2.14,"19,100","19,125","19,200","18,940",6.89K,-1.88%
2022.2.11,"19,465","19,515","19,560","19,370",3.50K,-1.14%
2022.2.10,"19,690","19,780","19,830","19,505",4.31K,0.56%
2022.2.9,"19,580","19,475","19,600","19,475",2.98K,1.56%
2022.2.8,"19,280","19,460","19,480","19,100",6.80K,-0.28%
2022.2.7,"19,335","19,640","19,640","19,160",18.23K,-1.55%
2022.2.4,"19,640","19,535","19,735","19,450",15.49K,0.54%
2022.2.3,"19,535","19,840","19,840","19,535",43.81K,0.39%
2022.1.28,"19,460","19,030","19,470","18,700",36.20K,2.53%
2022.1.27,"18,980","19,790","19,790","18,910",24.79K,-3.80%
2022.1.26,"19,730","20,005","20,100","19,730",5.85K,-1.28%
2022.1.25,"19,985","20,490","20,490","19,835",25.69K,-2.61%
2022.1.24,"20,520","20,440","20,550","20,285",38.08K,-0.24%
2022.1.21,"20,570","20,820","20,820","20,415",3.68K,-2.53%
2022.1.20,"21,105","20,660","21,105","20,660",21.94K,1.76%
2022.1.19,"20,740","20,780","20,990","20,665",20.50K,-1.43%
2022.1.18,"21,040","20,920","21,190","20,900",59.33K,0.60%
2022.1.17,"20,915","21,080","21,080","20,740",2.26K,-0.88%
2022.1.14,"21,100","20,845","21,145","20,845",10.24K,-0.28%
2022.1.13,"21,160","21,300","21,305","21,070",5.70K,0.05%
2022.1.12,"21,150","20,925","21,180","20,925",12.00K,2.03%
2022.1.11,"20,730","20,740","20,795","20,635",5.51K,0.34%
2022.1.10,"20,660","20,930","20,930","20,520",5.57K,-1.83%
2022.1.7,"21,045","20,955","21,150","20,935",8.18K,1.50%
2022.1.6,"20,735","20,865","21,105","20,735",12.13K,-1.75%
2022.1.5,"21,105","21,565","21,565","20,895",12.06K,-2.31%
2022.1.4,"21,605","21,755","21,810","21,530",6.72K,-0.44%
2022.1.3,"21,700","22,035","22,035","21,690",33.63K,-0.66%
2021.12.30,"21,845","21,820","21,925","21,725",16.90K,0.46%
2021.12.29,"21,745","21,770","21,895","21,625",17.54K,0.49%
2021.12.28,"21,640","21,390","21,640","21,340",7.63K,1.60%
2021.12.27,"21,300","21,500","21,510","21,300",12.46K,-0.98%
2021.12.24,"21,510","21,480","21,630","21,480",39.34K,0.84%
2021.12.23,"21,330","21,175","21,330","21,095",14.37K,1.43%
2021.12.22,"21,030","21,115","21,220","20,940",31.53K,0.53%
2021.12.21,"20,920","20,775","20,930","20,565",14.20K,1.70%
2021.12.20,"20,570","20,890","20,920","20,570",8.57K,-2.09%
2021.12.17,"21,010","20,885","21,070","20,785",6.61K,-1.04%
2021.12.16,"21,230","21,245","21,355","21,115",1.94K,0.78%
2021.12.15,"21,065","20,710","21,065","20,710",4.97K,1.06%
2021.12.14,"20,845","21,000","21,065","20,800",8.94K,-1.28%
2021.12.13,"21,115","21,190","21,470","21,115",17.72K,-0.12%
2021.12.10,"21,140","21,195","21,250","21,105",10.80K,-1.26%
2021.12.9,"21,410","21,270","21,450","21,225",9.21K,0.66%
2021.12.8,"21,270","21,560","21,665","21,180",21.35K,0.21%
2021.12.7,"21,225","21,050","21,230","20,985",15.09K,0.83%
2021.12.6,"21,050","20,655","21,095","20,655",11.13K,0.74%
2021.12.3,"20,895","20,740","20,955","20,540",12.88K,0.53%
2021.12.2,"20,785","20,390","20,835","20,390",30.89K,0.63%
2021.12.1,"20,655","20,290","20,695","20,115",13.08K,2.25%
2021.11.30,"20,200","20,900","20,965","19,990",48.42K,-2.13%
2021.11.29,"20,640","20,225","20,840","20,225",20.50K,-0.55%
2021.11.26,"20,755","20,940","21,160","20,675",9.84K,-1.10%
2021.11.25,"20,985","21,335","21,350","20,985",5.82K,-1.62%
2021.11.24,"21,330","21,380","21,505","21,115",23.49K,0.28%
2021.11.23,"21,270","21,465","21,465","21,230",44.95K,-0.91%
2021.11.22,"21,465","21,305","21,500","21,255",50.93K,2.14%
2021.11.19,"21,015","20,790","21,015","20,700",16.11K,1.52%
2021.11.18,"20,700","20,545","20,700","20,465",6.96K,0.34%
2021.11.17,"20,630","20,745","20,745","20,540",11.36K,0.00%
2021.11.16,"20,630","20,515","20,765","20,490",8.52K,0.34%
2021.11.15,"20,560","20,395","20,595","20,385",12.18K,2.21%
2021.11.12,"20,115","20,040","20,130","19,940",10.84K,1.08%
2021.11.11,"19,900","19,700","19,900","19,650",2.30K,0.08%
2021.11.10,"19,885","19,960","20,020","19,800",7.11K,-1.05%
2021.11.9,"20,095","19,950","20,110","19,920",18.82K,0.73%
2021.11.8,"19,950","20,040","20,040","19,750",10.64K,-0.35%
2021.11.5,"20,020","20,095","20,095","19,880",4.10K,0.60%
2021.11.4,"19,900","19,890","20,015","19,855",8.63K,1.14%
2021.11.3,"19,675","19,915","19,950","19,600",22.60K,-0.98%
2021.11.2,"19,870","19,715","20,035","19,655",7.17K,1.46%
2021.11.1,"19,585","19,595","19,635","19,440",18.71K,0.64%
2021.10.29,"19,460","19,890","19,965","19,460",6.04K,-2.06%
2021.10.28,"19,870","19,575","20,060","19,575",9.78K,1.51%
2021.10.27,"19,575","19,610","19,650","19,465",9.71K,-0.56%
2021.10.26,"19,685","19,615","19,695","19,550",4.76K,1.63%
2021.10.25,"19,370","19,240","19,445","19,045",3.96K,0.28%
2021.10.22,"19,315","19,130","19,355","19,075",9.09K,0.78%
2021.10.21,"19,165","19,335","19,335","19,120",3.26K,-0.88%
2021.10.20,"19,335","19,555","19,555","19,300",5.21K,-0.54%
2021.10.19,"19,440","19,335","19,440","19,335",4.10K,1.04%
2021.10.18,"19,240","19,365","19,410","19,165",7.17K,-0.29%
2021.10.15,"19,295","19,150","19,315","19,110",15.15K,2.47%
2021.10.14,"18,830","18,670","18,875","18,600",3.63K,1.67%
2021.10.13,"18,520","18,255","18,580","18,255",14.83K,1.12%
2021.10.12,"18,315","18,725","18,725","18,315",12.77K,-2.71%
2021.10.8,"18,825","18,915","18,965","18,675",8.60K,0.35%
2021.10.7,"18,760","18,680","18,795","18,535",3.09K,0.91%
2021.10.6,"18,590","19,115","19,165","18,535",5.80K,-2.24%
2021.10.5,"19,015","19,085","19,100","18,760",31.89K,-1.78%
2021.10.1,"19,360","19,665","19,695","19,295",20.88K,-2.02%
2021.9.30,"19,760","19,570","19,795","19,440",4.99K,0.89%
2021.9.29,"19,585","19,490","19,655","19,340",19.49K,-1.90%
2021.9.28,"19,965","20,330","20,330","19,920",8.60K,-2.11%
2021.9.27,"20,395","20,295","20,445","20,195",4.57K,0.87%
2021.9.24,"20,220","20,315","20,330","20,150",15.18K,0.02%
2021.9.23,"20,215","20,085","20,260","20,085",6.80K,-0.42%
2021.9.17,"20,300","20,125","20,300","20,010",5.58K,0.97%
2021.9.16,"20,105","20,465","20,465","20,040",8.17K,-2.07%
2021.9.15,"20,530","20,580","20,580","20,390",4.25K,-0.15%
2021.9.14,"20,560","20,405","20,605","20,395",15.22K,1.31%
2021.9.13,"20,295","20,190","20,320","20,135",12.81K,0.20%
2021.9.10,"20,255","20,200","20,280","20,100",5.64K,0.77%
2021.9.9,"20,100","20,375","20,430","20,075",15.79K,-2.00%
2021.9.8,"20,510","20,485","20,510","20,300",8.39K,0.07%
2021.9.7,"20,495","20,530","20,545","20,425",6.12K,-0.34%
2021.9.6,"20,565","20,490","20,610","20,420",12.83K,0.42%
2021.9.3,"20,480","20,350","20,480","20,330",6.87K,0.99%
2021.9.2,"20,280","20,680","20,680","20,245",16.20K,-1.84%
2021.9.1,"20,660","20,610","20,675","20,415",17.28K,0.15%
2021.8.31,"20,630","20,110","20,630","20,000",14.07K,2.71%
2021.8.30,"20,085","20,295","20,300","19,995",6.38K,0.07%
2021.8.27,"20,070","20,030","20,115","19,875",1.72K,-0.02%
2021.8.26,"20,075","20,310","20,405","20,040",16.90K,-0.37%
2021.8.25,"20,150","20,270","20,305","19,990",9.47K,-0.20%
2021.8.24,"20,190","20,300","20,465","19,870",17.22K,0.98%
2021.8.23,"19,995","19,960","20,170","19,820",21.89K,1.42%
2021.8.20,"19,715","20,045","20,140","19,630",26.18K,-1.28%
2021.8.19,"19,970","20,260","20,405","19,950",12.17K,-2.30%
2021.8.18,"20,440","20,245","20,530","20,075",28.94K,0.89%
2021.8.17,"20,260","20,490","20,580","20,140",14.03K,-1.41%
2021.8.13,"20,550","20,820","20,820","20,350",37.68K,-1.27%
2021.8.12,"20,815","20,820","20,955","20,770",27.55K,-0.83%
2021.8.11,"20,990","21,265","21,265","20,920",29.55K,-1.96%
2021.8.10,"21,410","21,685","21,700","21,310",21.10K,-0.60%
2021.8.9,"21,540","21,570","21,620","21,445",46.80K,-0.37%
2021.8.6,"21,620","21,725","21,775","21,535",25.16K,-0.48%
2021.8.5,"21,725","21,560","21,750","21,520",30.56K,0.91%
2021.8.4,"21,530","21,600","21,600","21,310",8.37K,0.37%
2021.8.3,"21,450","21,140","21,485","21,140",30.79K,1.85%
2021.8.2,"21,060","20,935","21,070","20,820",7.46K,0.96%
2021.7.30,"20,860","21,115","21,115","20,825",11.64K,-1.25%
2021.7.29,"21,125","21,205","21,225","21,055",8.64K,0.33%
2021.7.28,"21,055","21,150","21,210","20,870",8.38K,-0.75%
2021.7.27,"21,215","21,145","21,320","21,075",19.53K,0.74%
2021.7.26,"21,060","21,400","21,430","21,060",6.15K,-0.99%
2021.7.23,"21,270","21,250","21,315","21,190",5.57K,0.09%
2021.7.22,"21,250","21,080","21,260","21,080",20.24K,1.34%
2021.7.21,"20,970","21,165","21,165","20,895",21.41K,-0.52%
2021.7.20,"21,080","20,930","21,160","20,865",3.54K,-0.75%
2021.7.19,"21,240","21,150","21,265","21,110",7.66K,-0.61%
2021.7.16,"21,370","21,460","21,460","21,300",5.63K,-0.90%
2021.7.15,"21,565","21,365","21,565","21,360",19.13K,0.96%
2021.7.14,"21,360","21,270","21,360","21,190",10.84K,-0.09%
2021.7.13,"21,380","21,140","21,380","21,140",36.00K,1.57%
2021.7.12,"21,050","21,110","21,160","21,000",16.95K,0.21%
2021.7.9,"21,005","20,920","21,005","20,650",32.38K,-0.50%
2021.7.8,"21,110","21,510","21,550","21,110",11.28K,-1.79%
2021.7.7,"21,495","21,550","21,555","21,390",13.03K,-0.28%
2021.7.6,"21,555","21,400","21,575","21,320",23.87K,1.24%
2021.7.5,"21,290","21,135","21,320","21,105",47.14K,0.88%
2021.7.2,"21,105","21,175","21,265","21,070",22.28K,-0.33%
2021.7.1,"21,175","21,135","21,240","21,135",40.72K,0.12%
2021.6.30,"21,150","20,995","21,205","20,995",25.60K,1.27%
2021.6.29,"20,885","20,980","21,060","20,855",9.16K,-0.19%
2021.6.28,"20,925","21,110","21,120","20,875",11.44K,-0.59%
2021.6.25,"21,050","21,095","21,140","20,955",17.36K,0.36%
2021.6.24,"20,975","20,765","20,975","20,765",27.00K,1.18%
2021.6.23,"20,730","20,730","20,805","20,660",11.16K,0.46%
2021.6.22,"20,635","20,720","20,755","20,605",9.99K,-0.15%
2021.6.21,"20,665","20,610","20,780","20,550",9.26K,-0.60%
2021.6.18,"20,790","20,790","20,925","20,740",25.38K,0.70%
2021.6.17,"20,645","20,620","20,690","20,490",10.00K,-0.60%
2021.6.16,"20,770","20,635","20,770","20,555",14.77K,0.68%
2021.6.15,"20,630","20,635","20,730","20,600",11.27K,0.71%
2021.6.14,"20,485","20,520","20,520","20,400",31.41K,-0.15%
2021.6.11,"20,515","20,220","20,540","20,220",14.63K,1.94%
2021.6.10,"20,125","20,040","20,205","19,955",10.50K,0.42%
2021.6.9,"20,040","20,300","20,300","20,030",15.71K,-1.72%
2021.6.8,"20,390","20,510","20,510","20,325",8.99K,-0.83%
2021.6.7,"20,560","20,630","20,700","20,440",9.21K,0.24%
2021.6.4,"20,510","20,500","20,555","20,325",9.79K,-0.61%
2021.6.3,"20,635","20,295","20,695","20,240",44.97K,2.15%
2021.6.2,"20,200","20,415","20,415","20,150",8.92K,-0.62%
2021.6.1,"20,325","20,165","20,400","20,070",10.88K,0.79%
2021.5.31,"20,165","20,305","20,305","19,995",13.54K,-0.37%
2021.5.28,"20,240","20,215","20,290","20,130",10.42K,0.72%
2021.5.27,"20,095","20,085","20,185","19,830",11.90K,0.27%
2021.5.26,"20,040","20,160","20,160","19,945",15.63K,-0.02%
2021.5.25,"20,045","19,925","20,080","19,880",12.66K,1.31%
2021.5.24,"19,785","20,045","20,060","19,785",6.98K,-1.74%
2021.5.21,"20,135","20,250","20,375","20,050",17.96K,0.55%
2021.5.20,"20,025","19,815","20,030","19,755",16.09K,0.63%
2021.5.18,"19,900","19,675","19,900","19,610",8.28K,1.48%
2021.5.17,"19,610","20,000","20,000","19,505",21.60K,-0.93%
2021.5.14,"19,795","19,530","19,880","19,515",42.12K,2.46%
2021.5.13,"19,320","19,400","19,590","19,235",26.86K,-2.52%
2021.5.12,"19,820","20,215","20,215","19,740",37.00K,-1.95%
2021.5.11,"20,215","20,600","20,665","20,165",55.16K,-3.28%
2021.5.10,"20,900","20,810","20,940","20,675",10.73K,1.04%
2021.5.7,"20,685","20,545","20,750","20,440",17.75K,0.78%
2021.5.6,"20,525","20,640","20,685","20,440",14.10K,-1.39%
2021.5.4,"20,815","20,555","20,815","20,450",5.87K,1.07%
2021.5.3,"20,595","20,650","20,960","20,540",6.09K,-0.79%
2021.4.30,"20,760","21,060","21,060","20,625",21.07K,-1.47%
2021.4.29,"21,070","21,325","21,355","20,980",12.49K,-1.29%
2021.4.28,"21,345","21,895","21,895","21,300",13.79K,-2.24%
2021.4.27,"21,835","21,870","21,965","21,755",18.57K,0.00%
2021.4.26,"21,835","21,825","21,850","21,660",13.82K,0.67%
2021.4.23,"21,690","21,575","21,775","21,360",11.72K,0.14%
2021.4.22,"21,660","21,870","21,870","21,660",7.59K,0.09%
2021.4.21,"21,640","22,030","22,030","21,600",14.59K,-1.90%
2021.4.20,"22,060","22,015","22,070","21,915",15.10K,0.30%
2021.4.19,"21,995","21,920","22,065","21,860",29.07K,0.34%
2021.4.16,"21,920","22,100","22,100","21,910",10.63K,0.05%
2021.4.15,"21,910","21,895","22,000","21,800",17.83K,0.00%
2021.4.14,"21,910","22,000","22,060","21,825",21.65K,-0.25%
2021.4.13,"21,965","21,500","22,015","21,490",27.09K,2.21%
2021.4.12,"21,490","21,790","21,825","21,415",264.77K,-0.76%
2021.4.9,"21,655","21,900","21,970","21,615",23.46K,-0.92%
2021.4.8,"21,855","21,920","21,940","21,745",24.70K,-0.30%
2021.4.7,"21,920","21,890","22,000","21,780",11.36K,0.37%
2021.4.6,"21,840","22,080","22,095","21,690",24.95K,-0.23%
2021.4.5,"21,890","21,915","21,915","21,650",12.15K,0.62%
2021.4.2,"21,755","21,710","21,840","21,685",13.63K,1.14%
2021.4.1,"21,510","21,355","21,510","21,300",21.12K,2.11%
2021.3.31,"21,065","21,280","21,360","21,025",27.43K,-0.96%
2021.3.30,"21,270","21,000","21,285","20,910",8.98K,1.77%
2021.3.29,"20,900","21,060","21,060","20,780",7.72K,-0.19%
2021.3.26,"20,940","20,855","20,940","20,695",8.42K,0.60%
2021.3.25,"20,815","20,795","20,920","20,700",4.82K,0.00%
2021.3.24,"20,815","20,540","20,900","20,540",9.20K,0.10%
2021.3.23,"20,795","21,265","21,350","20,780",10.21K,-1.49%
2021.3.22,"21,110","21,255","21,255","21,050",12.54K,-1.01%
2021.3.19,"21,325","21,105","21,335","21,050",14.94K,-0.56%
2021.3.18,"21,445","21,525","21,710","21,400",29.03K,0.85%
2021.3.17,"21,265","21,540","21,575","21,075",14.61K,-1.25%
